"Nome","Hostname","IP","Status","Grupo"
"FAR-2PBPP1","FAR-2PBPP1","172.20.229.35","Desabilitado",""
"FAR-2SACP1","FAR-2SACP1","172.20.229.24","Desabilitado",""
"FAR-87B","FAR-87B","10.240.36.249","Desabilitado",""
"FAR-2L4PA1","FAR-2L4PA1","172.20.229.159","Desabilitado",""
"FAR-2L4PP1","FAR-2L4PP1","172.20.229.31","Desabilitado",""
"FAR-2L4CD1","FAR-2L4CD1","172.20.229.158","Desabilitado",""
"FAR-2L4CP1","FAR-2L4CP1","172.20.229.30","Desabilitado",""
"FAR-51T1","FAR-51T1","172.20.229.15","Desabilitado",""
"FAR-2T1PA1","FAR-2T1PA1","172.20.229.153","Desabilitado",""
"FAR-2T1PP1","FAR-2T1PP1","172.20.229.25","Desabilitado",""
"FAR-2T2PA1","FAR-2T2PA1","172.20.229.154","Desabilitado",""
"FAR-2T2PP1","FAR-2T2PP1","172.20.229.26","Desabilitado",""
"FAR-1T3CD1","FAR-1T3CD1","172.20.229.151","Desabilitado",""
"FAR-1T3CP1","FAR-1T3CP1","172.20.229.23","Desabilitado",""
"FAR-2T3PA1","FAR-2T3PA1","172.20.229.149","Desabilitado",""
"FAR-2T3PP1","FAR-2T3PP1","172.20.229.21","Desabilitado",""
"FAR-2T3CD1","FAR-2T3CD1","172.20.229.150","Desabilitado",""
"FAR-2T3CP1","FAR-2T3CP1","172.20.229.22","Desabilitado",""
"FCO-1L2PA1","FCO-1L2PA1","172.20.141.161","Desabilitado",""
"FCO-1L2PP1","FCO-1L2PP1","172.20.141.33","Desabilitado",""
"FCO-UPD1","FCO-UPD1","172.20.141.41","Desabilitado",""
"FCO-UCD1_","FCO-UCD1_","172.20.141.172","Desabilitado",""
"FCO-UCD2","FCO-UCD2","172.20.141.173","Desabilitado",""
"FCO-UPD2","FCO-UPD2","172.20.141.171","Desabilitado",""
"FCO-UPD4","FCO-UPD4","172.20.141.42","Desabilitado",""
"FCO-1BPCP1","FCO-1BPCP1","172.20.141.20","Desabilitado",""
"FCO-1BPPP1","FCO-1BPPP1","172.20.141.148","Desabilitado",""
"FCO-UCD1__","FCO-UCD1__","172.20.141.168","Desabilitado",""
"FCO-UCD1_X","FCO-UCD1_X","172.20.141.167","Desabilitado",""
"FCO-UCD2_","FCO-UCD2_","172.20.141.169","Desabilitado",""
"FCO-UPD4_","FCO-UPD4_","172.20.141.37","Desabilitado",""
"FCO-UPDB","FCO-UPDB","172.20.141.38","Desabilitado",""
"FCO-1SPS90","FCO-1SPS90","172.20.141.150","Desabilitado",""
"FCO-2SACP1","FCO-2SACP1","172.20.141.22","Desabilitado",""
"FCO-UCP1","FCO-UCP1","172.20.141.39","Desabilitado",""
"FCO-2L3PA1","FCO-2L3PA1","172.20.141.154","Desabilitado",""
"FCO-2L3PP1","FCO-2L3PP1","172.20.141.26","Desabilitado",""
"FCO-2L3CD1","FCO-2L3CD1","172.20.141.151","Desabilitado",""
"FCO-2L3CD2","FCO-2L3CD2","172.20.141.153","Desabilitado",""
"FCO-2L3CP1","FCO-2L3CP1","172.20.141.23","Desabilitado",""
"FCO-2L3CP2","FCO-2L3CP2","172.20.141.25","Desabilitado",""
"FCO-2L4PA1","FCO-2L4PA1","172.20.141.157","Desabilitado",""
"FCO-2L4PP1","FCO-2L4PP1","172.20.141.29","Desabilitado",""
"FCO-2L4CD1","FCO-2L4CD1","172.20.141.155","Desabilitado",""
"FCO-2L4CD2","FCO-2L4CD2","172.20.141.156","Desabilitado",""
"FCO-2L4CP1","FCO-2L4CP1","172.20.141.27","Desabilitado",""
"FCO-2L4CP2","FCO-2L4CP2","172.20.141.28","Desabilitado",""
"FCO-1L1PA1","FCO-1L1PA1","172.20.141.149","Desabilitado",""
"FCO-1L1PP1","FCO-1L1PP1","172.20.141.21","Desabilitado",""
"FCO-2T1PA1","FCO-2T1PA1","172.20.141.146","Desabilitado",""
"FCO-2T1PP1","FCO-2T1PP1","172.20.141.18","Desabilitado",""
"FCO-2T2PA1","FCO-2T2PA1","172.20.141.147","Desabilitado",""
"FCO-2T2PP1","FCO-2T2PP1","172.20.141.19","Desabilitado",""
"FCO-1T3CD1","FCO-1T3CD1","172.20.141.160","Desabilitado",""
"FCO-1T3CP1","FCO-1T3CP1","172.20.141.32","Desabilitado",""
"FCO-2T3PA1","FCO-2T3PA1","172.20.141.159","Desabilitado",""
"FCO-2T3PP1","FCO-2T3PP1","172.20.141.31","Desabilitado",""
"FCO-2T3CD1","FCO-2T3CD1","172.20.141.158","Desabilitado",""
"FCO-2T3CP1","FCO-2T3CP1","172.20.141.30","Desabilitado",""
"FCO-1T4CD1","FCO-1T4CD1","172.20.141.174","Desabilitado",""
"FCO-1T4CP1","FCO-1T4CP1","172.20.141.43","Desabilitado",""
"FCO-2T4PA1","FCO-2T4PA1","172.20.141.176","Desabilitado",""
"FCO-2T4PP1","FCO-2T4PP1","172.20.141.45","Desabilitado",""
"FCO-2T4CD1","FCO-2T4CD1","172.20.141.175","Desabilitado",""
"FCO-2T4CP1","FCO-2T4CP1","172.20.141.44","Desabilitado",""
"FCO-UPD1_","FCO-UPD1_","172.20.141.40","Desabilitado",""
"FCO-UCD1","FCO-UCD1","172.20.141.162","Desabilitado",""
"FCO-UCD2__","FCO-UCD2__","172.20.141.163","Desabilitado",""
"FCO-UPD2_","FCO-UPD2_","172.20.141.170","Desabilitado",""
"FCO-UPD4__","FCO-UPD4__","172.20.141.34","Desabilitado",""
"FCO-UPD1__","FCO-UPD1__","172.20.141.35","Desabilitado",""
"FCO-UCD1___","FCO-UCD1___","172.20.141.165","Desabilitado",""
"FCO-UCD2___","FCO-UCD2___","172.20.141.166","Desabilitado",""
"FCO-UPD2__","FCO-UPD2__","172.20.141.164","Desabilitado",""
"FCO-UPD4___","FCO-UPD4___","172.20.141.36","Desabilitado",""
"FHA-2L1PAC","FHA-2L1PAC","172.20.131.154","Desabilitado",""
"FHA-2L1PPC","FHA-2L1PPC","172.20.131.25","Desabilitado",""
"FHA-UCL","FHA-UCL","172.20.131.24","Desabilitado",""
"FHA-2L2PA1","FHA-2L2PA1","172.20.131.149","Desabilitado",""
"FHA-2L2PP1","FHA-2L2PP1","172.20.131.20","Desabilitado",""
"FHA-UCL_D","FHA-UCL_D","172.20.131.147","Desabilitado",""
"FHA-UCL_P","FHA-UCL_P","172.20.131.18","Desabilitado",""
"GAR1-2L2CD1","GAR1-2L2CD1","172.20.139.153","Desabilitado",""
"GAR1-2L2PA","GAR1-2L2PA","172.20.139.154","Desabilitado",""
"GAR1-2L2CP1","GAR1-2L2CP1","172.20.139.25","Desabilitado",""
"GAR1-2L2PP","GAR1-2L2PP","172.20.139.26","Desabilitado",""
"GAS2-2L01PA1","GAS2-2L01PA1","172.20.167.148","Desabilitado",""
"GAS2-2L01PP1","GAS2-2L01PP1","172.20.167.20","Desabilitado",""
"GAS2-2L01CD1","GAS2-2L01CD1","172.20.167.149","Desabilitado",""
"GAS2-2L01CP1","GAS2-2L01CP1","172.20.167.21","Desabilitado",""
"GAS2-5LB1PA1","GAS2-5LB1PA1","172.20.167.158","Desabilitado",""
"GAS2-5LB1PP1","GAS2-5LB1PP1","172.20.167.30","Desabilitado",""
"GAS2-5LB1CD1","GAS2-5LB1CD1","172.20.167.159","Desabilitado",""
"GAS2-5LB1CP1","GAS2-5LB1CP1","172.20.167.31","Desabilitado",""
"GAS2-2L02PA1","GAS2-2L02PA1","172.20.167.150","Desabilitado",""
"GAS2-2L02PP1","GAS2-2L02PP1","172.20.167.22","Desabilitado",""
"GAS2-2L02CD1","GAS2-2L02CD1","172.20.167.151","Desabilitado",""
"GAS2-2L02CP1","GAS2-2L02CP1","172.20.167.23","Desabilitado",""
"GAS2-2L04PA1","GAS2-2L04PA1","172.20.167.156","Desabilitado",""
"GAS2-2L04PP1","GAS2-2L04PP1","172.20.167.28","Desabilitado",""
"GAS2-2L04CD1","GAS2-2L04CD1","172.20.167.29","Desabilitado",""
"GAS2-2L04CP1","GAS2-2L04CP1","172.20.167.157","Desabilitado",""
"GAS2-5LB2PA1","GAS2-5LB2PA1","172.20.167.160","Desabilitado",""
"GAS2-5LB2PP1","GAS2-5LB2PP1","172.20.167.32","Desabilitado",""
"GAS2-5LB2CD1","GAS2-5LB2CD1","172.20.167.161","Desabilitado",""
"GAS2-5LB2CP1","GAS2-5LB2CP1","172.20.167.33","Desabilitado",""
"GAS2-5LB4PA1","GAS2-5LB4PA1","172.20.167.164","Desabilitado",""
"GAS2-5LB4PP1","GAS2-5LB4PP1","172.20.167.36","Desabilitado",""
"GAS2-5LB4CD1","GAS2-5LB4CD1","172.20.167.165","Desabilitado",""
"GAS2-5LB4CP1","GAS2-5LB4CP1","172.20.167.37","Desabilitado",""
"GAS2-5LB3PA1","GAS2-5LB3PA1","172.20.167.162","Desabilitado",""
"GAS2-5LB3PP1","GAS2-5LB3PP1","172.20.167.34","Desabilitado",""
"GAS2-5LB3CD1","GAS2-5LB3CD1","172.20.167.163","Desabilitado",""
"GAS2-5LB3CP1","GAS2-5LB3CP1","172.20.167.35","Desabilitado",""
"GAS2-2SACP1","GAS2-2SACP1","172.20.167.24","Desabilitado",""
"GAS2-5SACP1","GAS2-5SACP1","172.20.167.38","Desabilitado",""
"GAS2-2L03PA1","GAS2-2L03PA1","172.20.167.154","Desabilitado",""
"GAS2-2L03PP1","GAS2-2L03PP1","172.20.167.26","Desabilitado",""
"GAS2-2L03CD1","GAS2-2L03CD1","172.20.167.27","Desabilitado",""
"GAS2-2L03CP1","GAS2-2L03CP1","172.20.167.155","Desabilitado",""
"GER-1B1PP1","GER-1B1PP1","172.20.34.28","Desabilitado",""
"GER-1UABP1","GER-1UABP1","172.20.34.29","Desabilitado",""
"GER-CP1","GER-CP1","172.20.34.32","Desabilitado",""
"GER-CP2","GER-CP2","172.20.34.33","Desabilitado",""
"GER-CP3","GER-CP3","172.20.34.34","Desabilitado",""
"GER-CP4","GER-CP4","172.20.34.30","Desabilitado",""
"GER-1SACP1","GER-1SACP1","172.20.34.26","Desabilitado",""
"GER-1SACP2","GER-1SACP2","172.20.35.27","Desabilitado",""
"GER-CP1_","GER-CP1_","172.20.34.35","Desabilitado",""
"GER-CP2_","GER-CP2_","172.20.34.36","Desabilitado",""
"GER-CP3_","GER-CP3_","172.20.34.31","Desabilitado",""
"GER-CP1__","GER-CP1__","172.20.35.32","Desabilitado",""
"GER-CP2__","GER-CP2__","172.20.35.33","Desabilitado",""
"GER-CP3__","GER-CP3__","172.20.35.34","Desabilitado",""
"GER-CP4_","GER-CP4_","172.20.35.30","Desabilitado",""
"GER-CP1___","GER-CP1___","172.20.35.35","Desabilitado",""
"GER-CP2___","GER-CP2___","172.20.35.36","Desabilitado",""
"GER-CP3___","GER-CP3___","172.20.35.31","Desabilitado",""
"GER-1L1PP1","GER-1L1PP1","172.20.34.20","Desabilitado",""
"GER-1L1PR1","GER-1L1PR1","172.20.34.21","Desabilitado",""
"GER-1T1PP1","GER-1T1PP1","172.20.34.22","Desabilitado",""
"GER-1T1PR1","GER-1T1PR1","172.20.34.23","Desabilitado",""
"GER-1T2PP1","GER-1T2PP1","172.20.34.24","Desabilitado",""
"GER-1T2PR1","GER-1T2PR1","172.20.34.25","Desabilitado",""
"GER-CP1____","GER-CP1____","172.20.34.37","Desabilitado",""
"GER-CP2____","GER-CP2____","172.20.34.38","Desabilitado",""
"GER-CP1______","GER-CP1______","172.20.34.39","Desabilitado",""
"GER-CP2_____","GER-CP2_____","172.20.34.40","Desabilitado",""
"GER-CP1_____","GER-CP1_____","172.20.34.41","Desabilitado",""
"GER-CP2______","GER-CP2______","172.20.34.42","Desabilitado",""
"GRA-5L2PA1","GRA-5L2PA1","172.16.75.217","Desabilitado",""
"GRA-5L2PP1","GRA-5L2PP1","172.16.75.153","Desabilitado",""
"GRA-5C1PA1","GRA-5C1PA1","172.16.75.220","Desabilitado",""
"GRA-5C1PP1","GRA-5C1PP1","172.16.75.156","Desabilitado",""
"GRA-5C2PA1","GRA-5C2PA1","172.16.75.221","Desabilitado",""
"GRA-5C2PP1","GRA-5C2PP1","172.16.75.157","Desabilitado",""
"GRA-5C3PA1","GRA-5C3PA1","172.16.75.222","Desabilitado",""
"GRA-5C3PP1","GRA-5C3PP1","172.16.75.158","Desabilitado",""
"GRA-5BAPA1","GRA-5BAPA1","172.16.75.218","Desabilitado",""
"GRA-5BAPP1","GRA-5BAPP1","172.16.75.154","Desabilitado",""
"GRA-5BBPA1","GRA-5BBPA1","172.16.75.219","Desabilitado",""
"GRA-5BBPP1","GRA-5BBPP1","172.16.75.155","Desabilitado",""
"GRA-TD1","GRA-TD1","172.16.75.146","Desabilitado",""
"GRA-TD2","GRA-TD2","172.16.75.211","Desabilitado",""
"GRA-1LAPP1","GRA-1LAPP1","172.16.75.143","Desabilitado",""
"GRA-1LAPA1","GRA-1LAPA1","172.16.75.143","Desabilitado",""
"GRA-5R1PA1","GRA-5R1PA1","172.16.75.215","Desabilitado",""
"GRA-5R1PP1","GRA-5R1PP1","172.16.75.151","Desabilitado",""
"GRA-5R2PA1","GRA-5R2PA1","172.16.75.216","Desabilitado",""
"GRA-5R2PP1","GRA-5R2PP1","172.16.75.152","Desabilitado",""
"GRA-5T1PA1","GRA-5T1PA1","172.16.75.212","Desabilitado",""
"GRA-5TIPP1","GRA-5TIPP1","172.16.75.148","Desabilitado",""
"GRA-5T2PA1","GRA-5T2PA1","172.16.75.213","Desabilitado",""
"GRA-5T2PP1","GRA-5T2PP1","172.16.75.149","Desabilitado",""
"GRA-5T3PA1","GRA-5T3PA1","172.16.75.214","Desabilitado",""
"GRA-5T3PP1","GRA-5T3PP1","172.16.75.150","Desabilitado",""
"GRA2-2BC4SY1","GRA2-2BC4SY1","172.16.75.142","Desabilitado",""
"GRA2-2BCC1","GRA2-2BCC1","172.16.75.167","Desabilitado",""
"GRA2-2C4PA1","GRA2-2C4PA1","172.16.75.166","Desabilitado",""
"GRA2-2C4PP1","GRA2-2C4PP1","172.16.75.165","Desabilitado",""
"GRA2-2BC5SY1","GRA2-2BC5SY1","172.16.75.142","Desabilitado",""
"GRA2-2C5PA1","GRA2-2C5PA1","172.16.75.169","Desabilitado",""
"GRA2-2C5PP1","GRA2-2C5PP1","172.16.75.168","Desabilitado",""
"GRA2-87A","GRA2-87A","172.16.75.234","Desabilitado",""
"GRA2-87P","GRA2-87P","172.16.75.170","Desabilitado",""
"GRA3-2L5PP2","GRA3-2L5PP2","172.16.88.20","Desabilitado",""
"GRA3-2L5PA1","GRA3-2L5PA1","172.16.88.28","Desabilitado",""
"GRA3-2L5PP1","GRA3-2L5PP1","172.16.88.27","Desabilitado",""
"GRA3-2L5CD1","GRA3-2L5CD1","172.16.88.60","Desabilitado",""
"GRA3-2L5CP1","GRA3-2L5CP1","172.16.88.59","Desabilitado",""
"GRA3-2L4PP2","GRA3-2L4PP2","172.16.88.19","Desabilitado",""
"GRA3-2L4PA1","GRA3-2L4PA1","172.16.88.26","Desabilitado",""
"GRA3-2L4PP1","GRA3-2L4PP1","172.16.88.25","Desabilitado",""
"GRA3-2L4CD1","GRA3-2L4CD1","172.16.88.58","Desabilitado",""
"GRA3-2L4CP1","GRA3-2L4CP1","172.16.88.57","Desabilitado",""
"GRA3-1L8PA1","GRA3-1L8PA1","172.16.88.51","Desabilitado",""
"GRA3-1L8PP1","GRA3-1L8PP1","172.16.88.50","Desabilitado",""
"GRA3-1L8CD1","GRA3-1L8CD1","172.16.88.41","Desabilitado",""
"GRA3-1L8CP1","GRA3-1L8CP1","172.16.88.40","Desabilitado",""
"GRA3-1L7PA1","GRA3-1L7PA1","172.16.88.49","Desabilitado",""
"GRA3-1L7PP1","GRA3-1L7PP1","172.16.88.48","Desabilitado",""
"GRA3-1L7CD1","GRA3-1L7CD1","172.16.88.39","Desabilitado",""
"GRA3-1L7CP1","GRA3-1L7CP1","172.16.88.38","Desabilitado",""
"GRA3-1L6PA1","GRA3-1L6PA1","172.16.88.47","Desabilitado",""
"GRA3-1L6PP1","GRA3-1L6PP1","172.16.88.46","Desabilitado",""
"GRA3-1L6CD1","GRA3-1L6CD1","172.16.88.37","Desabilitado",""
"GRA3-1L6CP1","GRA3-1L6CP1","172.16.88.36","Desabilitado",""
"GRA3-2L1PP2","GRA3-2L1PP2","172.16.88.18","Desabilitado",""
"GRA3-2L1PA1","GRA3-2L1PA1","172.16.88.24","Desabilitado",""
"GRA3-2L1PP1","GRA3-2L1PP1","172.16.88.23","Desabilitado",""
"GRA3-2L1CD1","GRA3-2L1CD1","172.16.88.56","Desabilitado",""
"GRA3-2L1CP1","GRA3-2L1CP1","172.16.88.55","Desabilitado",""
"GRA3-1BPCD1","GRA3-1BPCD1","172.16.88.45","Desabilitado",""
"GRA3-1BPCP1","GRA3-1BPCP1","172.16.88.44","Desabilitado",""
"GRA3-2BPPP2","GRA3-2BPPP2","172.16.88.22","Desabilitado",""
"GRA3-2BPCD1","GRA3-2BPCD1","172.16.88.64","Desabilitado",""
"GRA3-2BPCP1","GRA3-2BPCP1","172.16.88.63","Desabilitado",""
"GRA3-1BUPP1","GRA3-1BUPP1","172.16.88.52","Desabilitado",""
"GRA3-1BUPP2","GRA3-1BUPP2","172.16.88.53","Desabilitado",""
"GRA3-1BUPP3","GRA3-1BUPP3","172.16.88.54","Desabilitado",""
"GRA3-2BUPP1","GRA3-2BUPP1","172.16.88.31","Desabilitado",""
"GRA3-2BUPP2","GRA3-2BUPP2","172.16.88.32","Desabilitado",""
"GRA3-2BUPP3","GRA3-2BUPP3","172.16.88.33","Desabilitado",""
"GRA3-1T1CD1","GRA3-1T1CD1","172.16.88.43","Desabilitado",""
"GRA3-1T1CP1","GRA3-1T1CP1","172.16.88.42","Desabilitado",""
"GRA3-2T1PP2","GRA3-2T1PP2","172.16.88.21","Desabilitado",""
"GRA3-2T1PA1","GRA3-2T1PA1","172.16.88.30","Desabilitado",""
"GRA3-2T1PP1","GRA3-2T1PP1","172.16.88.29","Desabilitado",""
"GRA3-2T1CD2","GRA3-2T1CD2","172.16.88.66","Desabilitado",""
"GRA3-2T1CP2","GRA3-2T1CP2","172.16.88.65","Desabilitado",""
"GRA3-2T1CD1","GRA3-2T1CD1","172.16.88.70","Desabilitado",""
"GRA3-2T1CP1","GRA3-2T1CP1","172.16.88.69","Desabilitado",""
"GRT-UPD1","GRT-UPD1","172.20.142.20","Desabilitado",""
"GRT-UCD1","GRT-UCD1","172.20.142.21","Desabilitado",""
"GRT-UCD2","GRT-UCD2","172.20.142.149","Desabilitado",""
"GRT-UPD2","GRT-UPD2","172.20.142.148","Desabilitado",""
"GRT-UPD4","GRT-UPD4","172.20.142.22","Desabilitado",""
"GRT-UCD1_","GRT-UCD1_","172.20.142.150","Desabilitado",""
"GUA-5LA1PA1","GUA-5LA1PA1","172.20.208.149","Desabilitado",""
"GUA-5LA1PP1","GUA-5LA1PP1","172.20.208.21","Desabilitado",""
"GUA-5LA1CD1","GUA-5LA1CD1","172.20.208.148","Desabilitado",""
"GUA-5LA1CP1","GUA-5LA1CP1","172.20.208.20","Desabilitado",""
"GUA-21P","GUA-21P","10.240.35.102","Desabilitado",""
"GUA-21A","GUA-21A","10.240.35.103","Desabilitado",""
"GUA-5SACP1","GUA-5SACP1","172.20.208.22","Desabilitado",""
"GUA3-RTU1","GUA3-RTU1","172.20.191.23","Desabilitado",""
"GUA3-5LB4PA1","GUA3-5LB4PA1","172.20.191.148","Desabilitado",""
"GUA3-5LB4PP1","GUA3-5LB4PP1","172.20.191.20","Desabilitado",""
"GUA3-5LB3PA1","GUA3-5LB3PA1","172.20.191.149","Desabilitado",""
"GUA3-5LB3PP1","GUA3-5LB3PP1","172.20.191.21","Desabilitado",""
"GUA3-5RB3PA1","GUA3-5RB3PA1","172.20.191.150","Desabilitado",""
"GUA3-5RB3PP1","GUA3-5RB3PP1","172.20.191.22","Desabilitado",""
"GUO-2L2PA1","GUO-2L2PA1","172.20.197.148","Desabilitado",""
"GUO-2L2PP1","GUO-2L2PP1","172.20.197.20","Desabilitado",""
"GUO-2L2CD1","GUO-2L2CD1","172.20.197.149","Desabilitado",""
"GUO-2L2CP1","GUO-2L2CP1","172.20.197.21","Desabilitado",""
"GUO-2L3PA1","GUO-2L3PA1","172.20.197.150","Desabilitado",""
"GUO-2L3PP1","GUO-2L3PP1","172.20.197.22","Desabilitado",""
"GUO-2L3CD1","GUO-2L3CD1","172.20.197.151","Desabilitado",""
"GUO-2L3CP1","GUO-2L3CP1","172.20.197.23","Desabilitado",""
"GUO-2SACP1","GUO-2SACP1","172.20.197.24","Desabilitado",""
"IBA-21","IBA-21","172.20.148.105","Desabilitado",""
"IBA-1L2PP","IBA-1L2PP","172.20.148.18","Desabilitado",""
"IBA-1L2PR","IBA-1L2PR","172.20.148.19","Desabilitado",""
"IFA-UP21_","IFA-UP21_","10.240.77.250","Desabilitado",""
"IFA-UP67N","IFA-UP67N","10.240.77.250","Desabilitado",""
"IFA-UP21","IFA-UP21","10.240.77.250","Desabilitado",""
"IFA-UP67N_","IFA-UP67N_","10.240.77.250","Desabilitado",""
"IJU2-1L6PP","IJU2-1L6PP","172.20.137.32","Desabilitado",""
"IJU2-1L6PR","IJU2-1L6PR","172.20.137.160","Desabilitado",""
"IJU2-1L4PP","IJU2-1L4PP","172.20.137.26","Desabilitado",""
"IJU2-1L4PR","IJU2-1L4PR","172.20.137.153","Desabilitado",""
"IJU2-1L3PP","IJU2-1L3PP","172.20.137.25","Desabilitado",""
"IJU2-1L3PR","IJU2-1L3PR","172.20.137.152","Desabilitado",""
"IJU2-1BPCP1","IJU2-1BPCP1","172.20.137.24","Desabilitado",""
"IJU2-2BPCP1","IJU2-2BPCP1","172.20.137.18","Desabilitado",""
"IJU2-2BPCP2","IJU2-2BPCP2","172.20.137.146","Desabilitado",""
"IJU2-2CU01","IJU2-2CU01","172.20.137.19","Desabilitado",""
"IJU2-1L5PP","IJU2-1L5PP","172.20.137.31","Desabilitado",""
"IJU2-1L5PR","IJU2-1L5PR","172.20.137.159","Desabilitado",""
"IJU2-1T1CP1","IJU2-1T1CP1","172.20.137.23","Desabilitado",""
"IJU2-1T1CP2","IJU2-1T1CP2","172.20.137.151","Desabilitado",""
"IJU2-2T1PA1","IJU2-2T1PA1","172.20.137.149","Desabilitado",""
"IJU2-2T1PA2","IJU2-2T1PA2","172.20.137.148","Desabilitado",""
"IJU2-2T1PP1","IJU2-2T1PP1","172.20.137.21","Desabilitado",""
"IJU2-2T1PP2","IJU2-2T1PP2","172.20.137.20","Desabilitado",""
"IJU2-1T2CP1","IJU2-1T2CP1","172.20.137.28","Desabilitado",""
"IJU2-1T2CP2","IJU2-1T2CP2","172.20.137.156","Desabilitado",""
"IJU2-2T2PA1","IJU2-2T2PA1","172.20.137.157","Desabilitado",""
"IJU2-2T2PA2","IJU2-2T2PA2","172.20.137.155","Desabilitado",""
"IJU2-2T2PP1","IJU2-2T2PP1","172.20.137.29","Desabilitado",""
"IJU2-2T2PP2","IJU2-2T2PP2","172.20.137.27","Desabilitado",""
"IRN-2L1PA1","IRN-2L1PA1","172.20.198.148","Desabilitado",""
"IRN-2L1PP1","IRN-2L1PP1","172.20.198.20","Desabilitado",""
"IRN-2L1CD1","IRN-2L1CD1","172.20.198.149","Desabilitado",""
"IRN-2L1CP1","IRN-2L1CP1","172.20.198.21","Desabilitado",""
"IRN-2SACP1","IRN-2SACP1","172.20.198.24","Desabilitado",""
"IRN-2L2PA1","IRN-2L2PA1","172.20.198.150","Desabilitado",""
"IRN-2L2PP1","IRN-2L2PP1","172.20.198.22","Desabilitado",""
"IRN-2L2CD1","IRN-2L2CD1","172.20.198.151","Desabilitado",""
"IRN-2L2CP1","IRN-2L2CP1","172.20.198.23","Desabilitado",""
"ITA-UP21","ITA-UP21","172.16.98.146","Desabilitado",""
"ITA-UP67","ITA-UP67","172.16.98.211","Desabilitado",""
"ITA-21","ITA-21","10.240.39.250","Desabilitado",""
"ITA-21_","ITA-21_","10.240.39.250","Desabilitado",""
"ITA-67N","ITA-67N","10.240.39.250","Desabilitado",""
"ITA-21__","ITA-21__","10.240.39.250","Desabilitado",""
"ITA-67_","ITA-67_","10.240.39.250","Desabilitado",""
"ITA-21___","ITA-21___","10.240.39.250","Desabilitado",""
"ITA-67","ITA-67","10.240.39.250","Desabilitado",""
"ITA-COM","ITA-COM","10.240.39.250","Desabilitado",""
"ITA-21____","ITA-21____","10.240.39.250","Desabilitado",""
"ITA-UPD1","ITA-UPD1","10.240.39.250","Desabilitado",""
"ITA-UPD2_","ITA-UPD2_","10.240.39.250","Desabilitado",""
"ITA-UPD1_","ITA-UPD1_","10.240.39.250","Desabilitado",""
"ITA-UPD2","ITA-UPD2","10.240.39.250","Desabilitado",""
"ITJ-D2L2PC1","ITJ-D2L2PC1","172.20.231.194","Desabilitado",""
"ITJ-P2L2PC1","ITJ-P2L2PC1","172.20.231.66","Desabilitado",""
"ITJ-D2L2MU1","ITJ-D2L2MU1","172.20.231.196","Desabilitado",""
"ITJ-P2L2MU1","ITJ-P2L2MU1","172.20.231.68","Desabilitado",""
"ITJ-21P","ITJ-21P","10.240.40.250","Desabilitado",""
"ITJ-21A_","ITJ-21A_","10.240.40.250","Desabilitado",""
"ITJ-D2L3PC1","ITJ-D2L3PC1","172.20.231.195","Desabilitado",""
"ITJ-P2L3PC1","ITJ-P2L3PC1","172.20.231.67","Desabilitado",""
"ITJ-D2L3MU1","ITJ-D2L3MU1","172.20.231.197","Desabilitado",""
"ITJ-P2L3MU1","ITJ-P2L3MU1","172.20.231.69","Desabilitado",""
"ITJ-21P_","ITJ-21P_","10.240.40.250","Desabilitado",""
"ITJ-21A","ITJ-21A","10.240.40.250","Desabilitado",""
"ITJ-1L10PP1","ITJ-1L10PP1","172.16.82.220","Desabilitado",""
"ITJ-1L10PR1","ITJ-1L10PR1","172.16.82.221","Desabilitado",""
"ITJ-1L10PR2","ITJ-1L10PR2","172.16.82.219","Desabilitado",""
"ITJ-1L9PP1","ITJ-1L9PP1","172.16.82.155","Desabilitado",""
"ITJ-1L9PR1","ITJ-1L9PR1","172.16.82.156","Desabilitado",""
"ITJ-1L9PR2","ITJ-1L9PR2","172.16.82.157","Desabilitado",""
"ITJ-21_","ITJ-21_","10.240.40.250","Desabilitado",""
"ITJ-67_67N","ITJ-67_67N","10.240.40.250","Desabilitado",""
"ITJ-21","ITJ-21","10.240.40.250","Desabilitado",""
"ITJ-67_67N_","ITJ-67_67N_","10.240.40.250","Desabilitado",""
"ITJ-D1L3PC1","ITJ-D1L3PC1","172.20.231.201","Desabilitado",""
"ITJ-P1L3PC1","ITJ-P1L3PC1","172.20.231.73","Desabilitado",""
"ITJ-D1L3MU1","ITJ-D1L3MU1","172.20.231.205","Desabilitado",""
"ITJ-P1L3MU1","ITJ-P1L3MU1","172.20.231.77","Desabilitado",""
"ITJ-1L3PP1","ITJ-1L3PP1","172.20.231.85","Desabilitado",""
"ITJ-D1L4PC1","ITJ-D1L4PC1","172.20.231.202","Desabilitado",""
"ITJ-P1L4PC1","ITJ-P1L4PC1","172.20.231.74","Desabilitado",""
"ITJ-D1L4MU1","ITJ-D1L4MU1","172.20.231.206","Desabilitado",""
"ITJ-P1L4MU1","ITJ-P1L4MU1","172.20.231.78","Desabilitado",""
"ITJ-1L4PP1","ITJ-1L4PP1","172.20.231.86","Desabilitado",""
"ITJ-D1L6PC1","ITJ-D1L6PC1","172.20.231.204","Desabilitado",""
"ITJ-P1L6PC1","ITJ-P1L6PC1","172.20.231.76","Desabilitado",""
"ITJ-D1L6MU1","ITJ-D1L6MU1","172.20.231.208","Desabilitado",""
"ITJ-P1L6MU1","ITJ-P1L6MU1","172.20.231.80","Desabilitado",""
