"Nome";"IP";"Grupo"
"JNO-2T2CP1";"172.20.146.19";"Relé"
"JNO-1T3PP2";"172.20.146.179";"Relé"
"JNO-1T3CD1";"172.20.146.178";"Relé"
"JNO-1T3CP1";"172.20.146.53";"Relé"
"JNO-2T3PP2";"172.20.146.52";"Relé"
"JNO-2T3PA1";"172.20.146.177";"Relé"
"JNO-2T3PP1";"172.20.146.51";"Relé"
"JNO-2T3CD2";"172.20.146.176";"Relé"
"JNO-2T3CP2";"172.20.146.50";"Relé"
"JNO-2T3CD1";"172.20.146.175";"Relé"
"JNO-2T3CP1";"172.20.146.49";"Relé"
"JNO-1T4PP2";"172.20.146.191";"Relé"
"JNO-1T4CD1";"172.20.146.190";"Relé"
"JNO-1T4CP1";"172.20.146.65";"Relé"
"JNO-2T4PP2";"172.20.146.64";"Relé"
"JNO-2T4PA1";"172.20.146.188";"Relé"
"JNO-2T4PP1";"172.20.146.63";"Relé"
"JNO-2T4CD1";"172.20.146.187";"Relé"
"JNO-2T4CP1";"172.20.146.62";"Relé"
"JOI-2L5PA1";"172.20.202.166";"Relé"
"JOI-2L5PP1";"172.20.202.38";"Relé"
"JOI-2L5CD1";"172.20.202.167";"Relé"
"JOI-2L5CP1";"172.20.202.39";"Relé"
"JOI-2L3CD1";"172.20.202.164";"Relé"
"JOI-2L3CP1";"172.20.202.36";"Relé"
"JOI-UP67";"172.20.202.177";"Relé"
"JOI-UP87";"172.20.202.49";"Relé"
"JOI-2LPP1";"172.16.86.140";"Relé"
"JOI-2LPA1";"172.16.86.204";"Relé"
"JOI-2BPCD1";"172.20.202.169";"Relé"
"JOI-2BPCP1";"172.20.202.41";"Relé"
"JOI-1L12CD1";"172.20.202.178";"Relé"
"JOI-1L12CP1";"172.20.202.50";"Relé"
"JOI-1L3BPCD1";"172.20.202.179";"Relé"
"JOI-1L3BPCP1";"172.20.202.51";"Relé"
"JOI-1L45CD1";"172.20.202.180";"Relé"
"JOI-1L45CP1";"172.20.202.52";"Relé"
"JOI-2SACP1";"172.20.202.42";"Relé"
"JOI-6L12CD1";"172.20.202.182";"Relé"
"JOI-6L12CP1";"172.20.202.54";"Relé"
"JOI-25";"172.16.86.148";"Relé"
"JOI-1T1PA1";"172.20.202.171";"Relé"
"JOI-1T1PP1";"172.20.202.43";"Relé"
"JOI-1T1CD1";"172.20.202.172";"Relé"
"JOI-1T1CP1";"172.20.202.44";"Relé"
"JOI-2T3PA1";"172.16.86.212";"Relé"
"JOI-2T3PP1";"172.16.86.147";"Relé"
"JOI-2T7PA1";"172.20.202.155";"Relé"
"JOI-2T7PP1";"172.20.202.27";"Relé"
"JOI-2T7CD1";"172.20.202.156";"Relé"
"JOI-2T7CP1";"172.20.202.28";"Relé"
"JOI-87";"10.240.44.250";"Relé"
"JOI-21";"10.240.44.250";"Relé"
"JOI-67N";"10.240.44.250";"Relé"
"JOI-COM";"10.240.44.250";"Relé"
"JOI-21_";"10.240.44.250";"Relé"
"JOI-67N_";"10.240.44.250";"Relé"
"JSC-1L4PP1";"172.20.170.148";"Relé"
"JSC-1L4PR1";"172.20.170.20";"Relé"
"JSC-1L5CP1";"172.20.170.22";"Relé"
"JSC-1L5PP1";"172.20.170.149";"Relé"
"JSC-1L5PR1";"172.20.170.21";"Relé"
"JSC-21";"172.20.170.162";"Relé"
"JSC-21_";"172.20.170.161";"Relé"
"LGR-2L2PAC";"172.20.211.164";"Relé"
"LGR-2L2PPC";"172.20.211.36";"Relé"
"LGR-2L3PAC";"172.20.211.165";"Relé"
"LGR-2L3PPC";"172.20.211.37";"Relé"
"LGR-2BPCD1";"172.20.211.166";"Relé"
"LGR-2BPCP1";"172.20.211.38";"Relé"
"LGR-2BPA1A";"172.20.211.167";"Relé"
"LGR-2BPA1B";"172.20.211.168";"Relé"
"LGR-2BPA1C";"172.20.211.169";"Relé"
"LGR-2BPP1A";"172.20.211.39";"Relé"
"LGR-2BPP1B";"172.20.211.40";"Relé"
"LGR-2BPP1C";"172.20.211.41";"Relé"
"LGR-2SACP1";"172.20.211.42";"Relé"
"LGR-1BPCP1";"172.16.82.22";"Relé"
"LGR-1L2PP";"172.16.82.23";"Relé"
"LGR-1L2PR";"172.16.82.86";"Relé"
"LGR-1T1CP1";"172.16.82.21";"Relé"
"LGR-1T1CP2";"172.16.82.85";"Relé"
"LGR-2T1CP1";"172.16.82.25";"Relé"
"LGR-2T1PA1";"172.16.82.84";"Relé"
"LGR-2T1PA2";"172.16.82.83";"Relé"
"LGR-2T1PP1";"172.16.82.20";"Relé"
"LGR-2T1PP2";"172.16.82.19";"Relé"
"LGR-1T2CD1";"172.16.82.96";"Relé"
"LGR-1T2CD2";"172.16.82.97";"Relé"
"LGR-1T2CP1";"172.16.82.32";"Relé"
"LGR-1T2CP2";"172.16.82.33";"Relé"
"LGR-1T2FD1";"172.16.82.34";"Relé"
"LGR-2T2PA1";"172.16.82.93";"Relé"
"LGR-2T2PP1";"172.16.82.29";"Relé"
"LGR-2T2CD1";"172.16.82.94";"Relé"
"LGR-2T2CD2";"172.16.82.95";"Relé"
"LGR-2T2CP1";"172.16.82.30";"Relé"
"LGR-2T2CP2";"172.16.82.31";"Relé"
"LGR-21P";"172.16.82.40";"Relé"
"LGR-21A";"172.16.82.40";"Relé"
"LGR-1L3PP";"172.16.82.24";"Relé"
"LGR-1L3PR";"172.16.82.87";"Relé"
"LIV2-2L1PA1";"10.240.78.102";"Relé"
"LIV2-2L1PP1";"10.240.78.101";"Relé"
"LIV2-2SACP1";"172.20.22.19";"Relé"
"LIV2-TD1";"172.20.22.20";"Relé"
"LIV3-2L1PAC";"172.20.224.148";"Relé"
"LIV3-2L1PPC";"172.20.224.20";"Relé"
"LIV3-2SACP1";"172.20.224.21";"Relé"
"LNA-2L6PA1";"172.20.157.150";"Relé"
"LNA-2L6PP1";"172.20.157.22";"Relé"
"LNA-2L6CD1";"172.20.157.151";"Relé"
"LNA-2L6CP1";"172.20.157.23";"Relé"
"LNA-2L1PA1";"172.20.157.148";"Relé"
"LNA-2L1PP1";"172.20.157.20";"Relé"
"LNA-2L1CD1";"172.20.157.149";"Relé"
"LNA-2L1CP1";"172.20.157.21";"Relé"
"LNA-2SACP1";"172.20.157.24";"Relé"
"LNS-2L1PA1";"172.20.200.149";"Relé"
"LNS-2L1PP1";"172.20.200.21";"Relé"
"LNS-2L1CD1";"172.20.200.148";"Relé"
"LNS-2L1CP1";"172.20.200.20";"Relé"
"LNS-2L2PA1";"172.20.200.151";"Relé"
"LNS-2L2PP1";"172.20.200.23";"Relé"
"LNS-2L2CD1";"172.20.200.150";"Relé"
"LNS-2L2CP1";"172.20.200.22";"Relé"
"LNS-2SACP1";"172.20.200.24";"Relé"
"LON-UCC1_";"172.20.177.20";"Relé"
"LON-UCC2_";"172.20.177.148";"Relé"
"LON-5L1PA1";"172.20.177.162";"Relé"
"LON-5L1PP1";"172.20.177.34";"Relé"
"LON-2L8PA1";"172.20.177.160";"Relé"
"LON-2L8PP1";"172.20.177.32";"Relé"
"LON-UCC1__";"172.20.177.19";"Relé"
"LON-UCC2__";"172.20.177.147";"Relé"
"LON-2L6PA1";"172.20.177.161";"Relé"
"LON-2L6PP1";"172.20.177.33";"Relé"
"LON-52BF52C";"172.20.177.141";"Relé"
"LON-5C4PA1";"172.20.177.163";"Relé"
"LON-5C4PP1";"172.20.177.35";"Relé"
"LON-25";"172.20.177.152";"Relé"
"LON-25_";"172.20.177.24";"Relé"
"LON-87BA";"172.20.177.141";"Relé"
"LON-87BB";"172.20.177.141";"Relé"
"LON-UP21P";"172.20.177.141";"Relé"
"LON-UP21A";"172.20.177.141";"Relé"
"LON-UCC1";"172.20.177.18";"Relé"
"LON-UCC2";"172.20.177.146";"Relé"
"LON-5R1PA1";"172.20.177.158";"Relé"
"LON-5R1PP1";"172.20.177.30";"Relé"
"LON-5R1CD1";"172.20.177.150";"Relé"
"LON-5R1CP1";"172.20.177.22";"Relé"
"LON-5R2PA1";"172.20.177.159";"Relé"
"LON-5R2PP1";"172.20.177.31";"Relé"
"LON-5R2CD1";"172.20.177.151";"Relé"
"LON-5R2CP1";"172.20.177.23";"Relé"
"LON-2L7PA1";"172.20.177.164";"Relé"
"LON-2L7PP1";"172.20.177.36";"Relé"
"LON-50BF52A";"172.20.177.141";"Relé"
"MBR-UACA";"172.20.187.147";"Relé"
"MBR-UACP";"172.20.187.19";"Relé"
"MBR-UPCA";"172.20.187.146";"Relé"
"MBR-UPCP";"172.20.187.18";"Relé"
"MBR3-2L1PA1";"172.20.219.148";"Relé"
"MBR3-2L1PP1";"172.20.219.20";"Relé"
"MBR3-2L1CD1";"172.20.219.149";"Relé"
"MBR3-2L1CD2";"172.20.219.150";"Relé"
"MBR3-2L1CP1";"172.20.219.21";"Relé"
"MBR3-2L1CP2";"172.20.219.22";"Relé"
"MBR3-2SACP1";"172.20.219.27";"Relé"
"MBR3-2SACP2";"172.20.219.155";"Relé"
"MBR3-2SACP3";"172.20.219.28";"Relé"
"MBR3-2SACP4";"172.20.219.156";"Relé"
"MBR3-UPCA";"172.20.219.154";"Relé"
"MBR3-UPCP";"172.20.219.26";"Relé"
"MBR3-2L2PA1";"172.20.219.151";"Relé"
"MBR3-2L2PP1";"172.20.219.23";"Relé"
"MBR3-2L2CD1";"172.20.219.152";"Relé"
"MBR3-2L2CD2";"172.20.219.153";"Relé"
"MBR3-2L2CP1";"172.20.219.24";"Relé"
"MBR3-2L2CP2";"172.20.219.25";"Relé"
"MCH-FMF2";"172.16.73.207";"Relé"
"MCH-FMF1";"172.16.73.207";"Relé"
"MCH-UPLA";"10.240.32.8";"Relé"
"MCH-UPLP";"10.240.32.8";"Relé"
"MCH-UPPB1";"172.16.73.83";"Relé"
"MCH-UPPB2";"172.16.73.84";"Relé"
"MCH-UPAB1";"172.16.73.211";"Relé"
"MCH-UPAB2";"172.16.73.212";"Relé"
"MCH-21A";"172.16.73.210";"Relé"
"MCH-21P";"172.16.73.82";"Relé"
"MCL-2L4PP1";"10.240.48.250";"Relé"
"MCL-2L4PA1";"10.240.48.250";"Relé"
"MCL-2L4PA3";"10.240.48.250";"Relé"
"MCL-2L3PP1";"10.240.48.249";"Relé"
"MCL-2L3PA1";"10.240.48.249";"Relé"
"MCL-2L3PA2";"10.240.48.249";"Relé"
"MCL-2TRPA1";"10.240.48.250";"Relé"
"MCL-87_FAR1";"10.240.48.250";"Relé"
"MCL-87_FAR2";"10.240.48.250";"Relé"
"MCL-87_NPR22";"10.240.48.250";"Relé"
"MCL-87_TIE230";"10.240.48.250";"Relé"
"MCL-87_UHCA";"10.240.48.250";"Relé"
"MCL-87_UHMC";"10.240.48.250";"Relé"
"MCL-87_UHQJ";"10.240.48.250";"Relé"
"MCL-87B";"10.240.48.250";"Relé"
"MCL-2L2PP1";"10.240.48.249";"Relé"
"MCL-2L2PA1";"10.240.48.249";"Relé"
"MCL-2L1PP1";"172.16.98.22";"Relé"
"MCL-2L1PA1";"172.16.98.87";"Relé"
"MCL-2L1PA3";"10.240.48.250";"Relé"
"MCL-2L8CD1";"172.16.98.85";"Relé"
"MCL-2L8CD2";"172.16.98.86";"Relé"
"MCL-2L8PA";"172.16.98.84";"Relé"
"MCL-2L8CP1";"172.16.98.21";"Relé"
"MCL-2L8PP";"172.16.98.20";"Relé"
"MIM-L10PA1";"172.20.143.148";"Relé"
"MIM-L10PP1";"172.20.143.20";"Relé"
"MIM-L11PA1";"172.20.143.149";"Relé"
"MIM-L11PP1";"172.20.143.21";"Relé"
"MIM2-1L2PA1";"172.20.218.148";"Relé"
"MIM2-1L2PP1";"172.20.218.20";"Relé"
"MIM2-1L3PA1";"172.20.218.149";"Relé"
"MIM2-1L3PP1";"172.20.218.21";"Relé"
"MIM2-1SACP1";"172.20.218.24";"Relé"
"MIM2-1L7PA1";"172.20.218.150";"Relé"
"MIM2-1L7PP1";"172.20.218.22";"Relé"
"MIM2-1L6PA1";"172.20.218.151";"Relé"
"MIM2-1L6PP1";"172.20.218.23";"Relé"
"MIS-1BPCP1";"172.16.93.38";"Relé"
"MIS-2BPCP1";"172.16.93.36";"Relé"
"MIS-2BPCP2";"172.16.93.37";"Relé"
"MIS-2BPP1";"172.16.93.39";"Relé"
"MIS-2SACP1";"172.16.93.45";"Relé"
"MIS-1L1PP";"172.16.93.55";"Relé"
"MIS-1L1PR";"172.16.93.56";"Relé"
"MIS-1L2PP";"172.16.93.57";"Relé"
"MIS-1L2PR";"172.16.93.58";"Relé"
"MIS-1L3PP1";"172.16.93.41";"Relé"
"MIS-1L3PR1";"172.16.93.40";"Relé"
"MIS-1L5PP1";"172.20.209.39";"Relé"
"MIS-1L5PR1";"172.20.209.167";"Relé"
"MIS-1T1CP1";"172.16.93.18";"Relé"
"MIS-1T1CP2";"172.16.93.19";"Relé"
"MIS-2T1PP1";"172.16.93.22";"Relé"
"MIS-2T1PP2";"172.16.93.23";"Relé"
"MIS-2T1CP1";"172.16.93.42";"Relé"
"MIS-2T1PA1";"172.16.93.20";"Relé"
"MIS-2T1PA2";"172.16.93.21";"Relé"
"MIS-1T2CP1";"172.16.93.24";"Relé"
"MIS-1T2CP2";"172.16.93.25";"Relé"
"MIS-2T2PP1";"172.16.93.28";"Relé"
"MIS-2T2PP2";"172.16.93.29";"Relé"
"MIS-2T2CP1";"172.16.93.43";"Relé"
"MIS-2T2PA1";"172.16.93.26";"Relé"
"MIS-2T2PA2";"172.16.93.27";"Relé"
"MIS-1T3CP1";"172.16.93.30";"Relé"
"MIS-1T3CP2";"172.16.93.31";"Relé"
"MIS-2T3PP1";"172.16.93.34";"Relé"
"MIS-2T3PP2";"172.16.93.35";"Relé"
"MIS-2T3CP1";"172.16.93.44";"Relé"
"MIS-2T3PA1";"172.16.93.32";"Relé"
"MIS-2T3PA2";"172.16.93.33";"Relé"
"MRO2-5T1PA1";"172.20.155.166";"Relé"
"MRO2-5T1PP1";"172.20.155.38";"Relé"
"MRO2-5B1CD1";"172.20.155.165";"Relé"
"MRO2-5B1CP1";"172.20.155.37";"Relé"
"MRO2-5T1CP1";"172.20.155.39";"Relé"
"MRO2-5C1CD1";"172.20.155.155";"Relé"
"MRO2-5C1CP1";"172.20.155.27";"Relé"
"MRO2-5C1PP1";"172.20.155.28";"Relé"
"MRO2-5C2CD1";"172.20.155.159";"Relé"
"MRO2-5C2CP1";"172.20.155.32";"Relé"
"MRO2-5C2PP1";"172.20.155.160";"Relé"
"MRO2-5BAPP1";"172.20.155.33";"Relé"
"MRO2-5BBPP1";"172.20.155.161";"Relé"
"MRO2-5SACP1";"172.20.155.34";"Relé"
"MRO2-5SACP2";"172.20.155.162";"Relé"
"MRO2-5LA2PA1";"172.20.155.157";"Relé"
"MRO2-5LA2PP1";"172.20.155.30";"Relé"
"MRO2-5A2CD1";"172.20.155.156";"Relé"
"MRO2-5A2CP1";"172.20.155.29";"Relé"
"MRO2-5R1PA1";"172.20.155.158";"Relé"
"MRO2-5R1PP1";"172.20.155.31";"Relé"
"MRO2-5R2PA1";"172.20.155.164";"Relé"
"MRO2-5R2PP1";"172.20.155.36";"Relé"
"MRO2-5B2CD1";"172.20.155.163";"Relé"
"MRO2-5B2CP1";"172.20.155.35";"Relé"
"MRO2-5LA1PA1";"172.20.155.154";"Relé"
"MRO2-5LA1PP1";"172.20.155.26";"Relé"
"MRO2-5A1CD1";"172.20.155.153";"Relé"
"MRO2-5A1CP1";"172.20.155.25";"Relé"
"NAN-1L3PA1";"172.20.175.159";"Relé"
"NAN-1L3PP1";"172.20.175.31";"Relé"
"NAN-1L2PA1";"172.20.175.158";"Relé"
"NAN-1L2PP1";"172.20.175.30";"Relé"
"NPE2-1L4PP";"172.20.138.25";"Relé"
"NPE2-1L4PR";"172.20.138.152";"Relé"
"NPE2-1BPCP1";"172.20.138.23";"Relé"
"NPE2-2BPCP1";"172.20.138.18";"Relé"
"NPE2-2BPCP2";"172.20.138.146";"Relé"
"NPE2-2CU01";"172.20.138.19";"Relé"
"NPE2-2SACP1";"172.20.138.27";"Relé"
"NPE2-1L3PP";"172.20.138.24";"Relé"
"NPE2-1L3PR";"172.20.138.151";"Relé"
"NPE2-1T1CP1";"172.20.138.22";"Relé"
"NPE2-1T1CP2";"172.20.138.150";"Relé"
"NPE2-2T1CP2";"172.20.138.26";"Relé"
"NPE2-2T1PA1";"172.20.138.149";"Relé"
"NPE2-2T1PA2";"172.20.138.148";"Relé"
"NPE2-2T1PP1";"172.20.138.21";"Relé"
"NPE2-2T1PP2";"172.20.138.20";"Relé"
"NPE2-1T2CD1";"172.20.138.158";"Relé"
"NPE2-1T2CP1";"172.20.138.30";"Relé"
"NPE2-2T2PA1";"172.20.138.156";"Relé"
"NPE2-2T2PP1";"172.20.138.28";"Relé"
"NPE2-2T2CD1";"172.20.138.157";"Relé"
"NPE2-2T2CP1";"172.20.138.29";"Relé"
"NPR2-21A";"172.20.171.14";"Relé"
"NPR2-21P";"172.20.171.14";"Relé"
"NPR2-2L3PA1";"172.20.171.149";"Relé"
"NPR2-2L3PP1";"172.20.171.21";"Relé"
"NPR2-2L3CD1";"172.20.171.148";"Relé"
"NPR2-2L3CP1";"172.20.171.20";"Relé"
"NPR2-2SACP1";"172.20.171.24";"Relé"
"NPR2-2L4PA1";"172.20.171.152";"Relé"
"NPR2-2L4PP1";"172.20.171.25";"Relé"
"NPR2-2L4CD1";"172.20.171.150";"Relé"
"NPR2-2L4CP1";"172.20.171.22";"Relé"
"NSR-2L6FD";"172.20.150.51";"Relé"
"NSR-2L6PA";"172.20.150.178";"Relé"
"NSR-2L6PP";"172.20.150.50";"Relé"
"NSR-2L6CD1";"172.20.150.177";"Relé"
"NSR-2L6CP1";"172.20.150.49";"Relé"
"NSR-4DAPP1";"172.20.150.83";"Relé"
"NSR-4LAPA1";"172.20.150.82";"Relé"
"NSR-4LAPP1";"172.20.150.81";"Relé"
"NSR-4LACD1";"172.20.150.72";"Relé"
"NSR-4LACP1";"172.20.150.71";"Relé"
"NSR-6DAPP1";"172.20.150.25";"Relé"
"NSR-6DCPP1";"172.20.150.25";"Relé"
"NSR-6LAPA1";"172.20.150.24";"Relé"
"NSR-6LAPP1";"172.20.150.23";"Relé"
"NSR-1DAPP1";"172.20.150.53";"Relé"
"NSR-1LAPA1";"172.20.150.179";"Relé"
"NSR-1LAPP1";"172.20.150.52";"Relé"
"NSR-3DCPP1";"172.20.150.25";"Relé"
"NSR-TIEPP1";"172.20.150.26";"Relé"
"NSR-BUSPP1";"172.20.150.26";"Relé"
"NSR-BUSPP2";"172.20.150.26";"Relé"
"NSR-BUSPP3";"172.20.150.26";"Relé"
"NSR-2UC1";"172.20.150.21";"Relé"
"NSR-2UC2";"172.20.150.26";"Relé"
"NSR-OBAPP1";"172.20.150.25";"Relé"
"NSR-OBBPP1";"172.20.150.25";"Relé"
"NSR-5UC1";"172.20.150.19";"Relé"
"NSR-5UC2";"172.20.150.148";"Relé"
"NSR-5UC3";"172.20.150.27";"Relé"
"NSR-5UC4";"172.20.150.23";"Relé"
"NSR-5UC5";"172.20.150.24";"Relé"
"NSR-5UC6";"172.20.150.25";"Relé"
"NSR-4R1PP2";"172.20.150.86";"Relé"
"NSR-4R1PA1";"172.20.150.85";"Relé"
"NSR-4R1PP1";"172.20.150.84";"Relé"
"NSR-4R1CD1";"172.20.150.74";"Relé"
"NSR-4R1CP1";"172.20.150.73";"Relé"
"NSR-3DRPP1";"172.20.150.12";"Relé"
"NSR-2DRPP1";"172.20.150.176";"Relé"
"NSR-2R3PA1";"172.20.150.175";"Relé"
"NSR-2R3PP1";"172.20.150.48";"Relé"
"NSR-2R3CD1";"172.20.150.174";"Relé"
"NSR-2R3CP1";"172.20.150.47";"Relé"
"NSR-SINC";"172.20.150.12";"Relé"
"NSR-TF1PP1";"172.20.150.40";"Relé"
"NSR-TF1CD1";"172.20.150.160";"Relé"
"NSR-TF1CD2";"172.20.150.161";"Relé"
"NSR-TF1CP1";"172.20.150.32";"Relé"
"NSR-TF1CP2";"172.20.150.33";"Relé"
"NSR-1DBPP1";"172.20.150.42";"Relé"
"NSR-1DCPP1";"172.20.150.170";"Relé"
"NSR-1T1PA1";"172.20.150.169";"Relé"
"NSR-1T1PP1";"172.20.150.41";"Relé"
"NSR-1T1PP2";"172.20.150.168";"Relé"
"NSR-1DBCD1";"172.20.150.165";"Relé"
"NSR-1DBCD2";"172.20.150.166";"Relé"
"NSR-1DBCP1";"172.20.150.37";"Relé"
"NSR-1DBCP2";"172.20.150.38";"Relé"
"NSR-1T1CD1";"172.20.150.162";"Relé"
"NSR-1T1CD2";"172.20.150.163";"Relé"
"NSR-1T1CD3";"172.20.150.164";"Relé"
"NSR-1T1CP1";"172.20.150.34";"Relé"
"NSR-1T1CP2";"172.20.150.35";"Relé"
"NSR-1T1CP3";"172.20.150.36";"Relé"
"NSR-1TRCP1";"172.20.150.43";"Relé"
"NSR-1TRCP2";"172.20.150.171";"Relé"
"NSR-1DCCD1";"172.20.150.167";"Relé"
"NSR-1DCCP1";"172.20.150.39";"Relé"
"NSR-TF2PP1";"172.20.150.12";"Relé"
"NSR-2DBPP1";"172.20.150.12";"Relé"
"NSR-2DCPP1";"172.20.150.12";"Relé"
"NSR-2T2PA1";"172.20.150.12";"Relé"
"NSR-2T2PA2";"172.20.150.12";"Relé"
"NSR-2T2PA3";"172.20.150.12";"Relé"
"NSR-2T2PP1";"172.20.150.12";"Relé"
"NSR-2T2PP2";"172.20.150.12";"Relé"
"NSR-2T2PP3";"172.20.150.12";"Relé"
"NSR-TF3PP1";"172.20.150.26";"Relé"
"NSR-3DBPP1";"172.20.150.25";"Relé"
"NSR-3T3PA1";"172.20.150.24";"Relé"
"NSR-3T3PA2";"172.20.150.24";"Relé"
"NSR-3T3PA3";"172.20.150.24";"Relé"
"NSR-3T3PA4";"172.20.150.24";"Relé"
"NSR-3T3PP1";"172.20.150.23";"Relé"
"NSR-3T3PP2";"172.20.150.23";"Relé"
"NSR-3T3PP3";"172.20.150.23";"Relé"
"NSR-TF4PP1";"172.20.150.26";"Relé"
"NSR-4DBPP1";"172.20.150.25";"Relé"
"NSR-4DCPP1";"172.20.150.25";"Relé"
"NSR-4T4PA1";"172.20.150.24";"Relé"
"NSR-4T4PA2";"172.20.150.24";"Relé"
"NSR-4T4PA3";"172.20.150.24";"Relé"
"NSR-STUB";"172.20.150.24";"Relé"
"NSR-4T4PP1";"172.20.150.23";"Relé"
"NSR-4T4PP2";"172.20.150.23";"Relé"
"NSR-4T4PP3";"172.20.150.23";"Relé"
"NSR-3DAPP1";"172.20.150.25";"Relé"
"NSR-3LAPA1";"172.20.150.24";"Relé"
"NSR-3LAPP1";"172.20.150.23";"Relé"
"NSR-2DAPP1";"172.20.150.46";"Relé"
"NSR-2LAPA1";"172.20.150.173";"Relé"
"NSR-2LAPP1";"172.20.150.45";"Relé"
"NSR-2DACD1";"172.20.150.172";"Relé"
"NSR-2DACP1";"172.20.150.44";"Relé"
"OSO2-2L1PP2";"172.16.87.136";"Relé"
"OSO2-2L1PA1";"172.16.87.135";"Relé"
"OSO2-2L1PP1";"172.16.87.134";"Relé"
"OSO2-2L1CD1";"172.16.87.133";"Relé"
"OSO2-2L1CP1";"172.16.87.132";"Relé"
"OSO2-2SACP1";"172.16.87.137";"Relé"
"PAL-2C1PA1";"172.20.201.153";"Relé"
"PAL-2C1PP1";"172.20.201.25";"Relé"
"PAL-25_";"172.20.201.141";"Relé"
"PAL-2L8CD1";"172.20.201.176";"Relé"
"PAL-2L8CP1";"172.20.201.48";"Relé"
"PAL-87LA";"172.20.201.141";"Relé"
"PAL-87LP";"172.20.201.141";"Relé"
"PAL-2L81CD1";"172.20.201.175";"Relé"
"PAL-2L81CP1";"172.20.201.47";"Relé"
"PAL-2L77PA1";"172.20.201.148";"Relé"
"PAL-2L77PP1";"172.20.201.20";"Relé"
"PAL-2L77CD1";"172.20.201.174";"Relé"
"PAL-2L77CP1";"172.20.201.46";"Relé"
"PAL-1L1PP1";"172.20.201.32";"Relé"
"PAL-1L1PR1";"172.20.201.160";"Relé"
"PAL-1L3PP1";"172.20.201.34";"Relé"
"PAL-1L3PR1";"172.20.201.162";"Relé"
"PAL-2L3PA1";"172.20.201.169";"Relé"
"PAL-2L3PP1";"172.20.201.41";"Relé"
"PAL-2L75CD1";"172.20.201.173";"Relé"
"PAL-2L75CP1";"172.20.201.45";"Relé"
"PAL-1BPCD1";"172.20.201.159";"Relé"
"PAL-1BPCP1";"172.20.201.31";"Relé"
"PAL-2TIECD1";"172.20.201.177";"Relé"
"PAL-2TIECP1";"172.20.201.49";"Relé"
"PAL-2PBPP1";"172.20.201.141";"Relé"
"PAL-2PBPP2";"172.20.201.141";"Relé"
"PAL-2PBPP3";"172.20.201.141";"Relé"
"PAL-2SACP1";"172.20.201.26";"Relé"
"PAL-25";"172.20.201.55";"Relé"
"PAL-TD1";"172.20.201.42";"Relé"
"PAL-TD2";"172.20.201.170";"Relé"
"PAL-1L7PR1";"172.20.201.166";"Relé"
"PAL-1L2PP1";"172.20.201.33";"Relé"
"PAL-1L2PR";"172.20.201.161";"Relé"
"PAL-1L6PP1";"172.20.201.37";"Relé"
"PAL-1L6PR1";"172.20.201.165";"Relé"
"PAL-PCOM";"172.20.201.141";"Relé"
"PAL-1L5PP1";"172.20.201.36";"Relé"
"PAL-1L5PR1";"172.20.201.164";"Relé"
"PAL-1L4PP1";"172.20.201.35";"Relé"
"PAL-1L4PR1";"172.20.201.163";"Relé"
"PAL-1T1CD1";"172.20.201.155";"Relé"
"PAL-1T1CP1";"172.20.201.27";"Relé"
"PAL-2T1PA1";"172.20.201.146";"Relé"
"PAL-2T1PP1";"172.20.201.18";"Relé"
"PAL-2T1CD1";"172.20.201.178";"Relé"
"PAL-2T1CP1";"172.20.201.50";"Relé"
"PAL-1T2CD1";"172.20.201.156";"Relé"
"PAL-1T2CP1";"172.20.201.28";"Relé"
"PAL-2T2PA1";"172.20.201.150";"Relé"
"PAL-2T2PP1";"172.20.201.22";"Relé"
"PAL-2T2CD1";"172.20.201.179";"Relé"
"PAL-2T2CP1";"172.20.201.51";"Relé"
"PAL-1T3CD1";"172.20.201.157";"Relé"
"PAL-1T3CP1";"172.20.201.29";"Relé"
"PAL-2T3PA1";"172.20.201.151";"Relé"
"PAL-2T3PP1";"172.20.201.23";"Relé"
"PAL-2T3CD1";"172.20.201.180";"Relé"
"PAL-2T3CP1";"172.20.201.52";"Relé"
"PAL-1T4CD1";"172.20.201.158";"Relé"
"PAL-1T4CP1";"172.20.201.30";"Relé"
"PAL-2T4CD1";"172.20.201.181";"Relé"
"PAL-2T4CP1";"172.20.201.53";"Relé"
"PFU-25";"172.16.71.99";"Relé"
"PFU-2PID1";"172.16.71.96";"Relé"
"PFU-87B_A";"172.16.71.76";"Relé"
"PFU-87B_B";"172.16.71.76";"Relé"
"PFU-87B_C";"172.16.71.76";"Relé"
"PFU-2L6PCA";"172.16.71.228";"Relé"
"PFU-2L6PCP";"172.16.71.100";"Relé"
"PFU-T3PP1";"172.16.71.76";"Relé"
"PFU-T3PA3";"172.16.71.76";"Relé"
"PFU-T3PA4";"172.16.71.76";"Relé"
"PFU-T3PA5";"172.16.71.76";"Relé"
"PFU-TF3PA1";"172.16.71.76";"Relé"
"PFU-T5PP1";"172.16.71.76";"Relé"
"PFU-T5PA1";"172.16.71.76";"Relé"
"PFU-T5PA3";"172.16.71.76";"Relé"
"PFU-T5PA4";"172.16.71.76";"Relé"
"PFU-T5PA5";"172.16.71.76";"Relé"
"PFU-2L4PA1";"172.16.71.226";"Relé"
"PFU-2L4PP1";"172.16.71.98";"Relé"
"PFU-2L1PA1";"172.16.71.225";"Relé"
"PFU-2L1PP1";"172.16.71.97";"Relé"
